"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000147381",700.602919581174,11.8648899337708,1.5352595108304,7.72826343043022,1.09023557643118e-14,4.88095163824069e-12,"MAGEA4"
"ENSG00000196611",4783.57641987779,11.7778973824287,1.50167619245782,7.84316714987115,4.39322581958405e-15,2.16351727528449e-12,"MMP1"
"ENSG00000166670",705.179914781598,11.5658255876932,1.46558511213961,7.89160963214767,2.98313604004607e-15,1.54641585458388e-12,"MMP10"
"ENSG00000210196",1041.30755347657,9.77465078233271,0.876554605104138,11.1512171921924,7.06334701420865e-29,4.17415555151674e-25,"MT-TP"
"ENSG00000105141",268.195469479298,9.73778536458634,1.44251163335228,6.75057666048523,1.47258687854793e-11,3.17605818155725e-09,"CASP14"
"ENSG00000197172",253.519350515207,9.52494173268004,1.20836257637833,7.8825196334927,3.20844581955608e-15,1.63453719096971e-12,"MAGEA6"
"ENSG00000221867",266.788242371898,9.39588464349617,1.47132282904512,6.3860115931145,1.70268098700378e-10,2.64793777915724e-08,"MAGEA3"
"ENSG00000147604",16766.5244641337,9.30555171804477,0.667472781054059,13.9414699478077,3.54561746607839e-44,1.04765904887684e-39,"RPL7"
"ENSG00000172551",112.737828731872,9.05011857434976,1.12768703630454,8.0253814072451,1.01210989958975e-15,5.75111986789958e-13,"MUCL1"
"ENSG00000177954",15505.7891093944,8.99868110055974,0.767967484783016,11.7175287741541,1.03651603723815e-31,7.65674396707824e-28,"RPS27"
"ENSG00000198681",178.839662721409,8.75222314245342,1.72663853227768,5.06893769531948,4.00042142308809e-07,1.67227234181223e-05,"MAGEA1"
"ENSG00000126890",90.9916961019381,8.74204381882121,1.69835796700773,5.1473505519119,2.64191333870987e-07,1.20097315895691e-05,"CTAG2"
"ENSG00000213401",91.1567344409574,8.64399832914452,1.2809854520355,6.7479285696876,1.4997074133628e-11,3.21009803101183e-09,"MAGEA12"
"ENSG00000234964",137.31451690587,8.59132453606768,0.921187801882585,9.3263550803756,1.09574337042376e-20,1.90453088878125e-17,"FABP5P7"
"ENSG00000272060",2418.58649655682,8.57172313550837,1.28789485076943,6.65560789406634,2.82131495324476e-11,5.55761428256507e-09,NA
"ENSG00000143556",11975.1553410286,8.5255721143929,1.77473269691492,4.80386264884465,1.55633611254983e-06,5.07018957592307e-05,"S100A7"
"ENSG00000269028",120.997256286396,8.44434660472825,0.892957314435714,9.45660724002746,3.18096954967886e-21,6.71366344670792e-18,NA
"ENSG00000137745",564.679777878885,8.38367042095196,1.52323799676018,5.50384801244679,3.71589928309588e-08,2.33611472376419e-06,"MMP13"
"ENSG00000229967",48.2111002594228,8.24910334728258,1.30998277908587,6.29710823606319,3.03249543570822e-10,4.32870411276843e-08,"MAGEA4-AS1"
"ENSG00000124260",67.210141258232,8.09588435624333,1.65428631965611,4.8938833985681,9.88654282133126e-07,3.51960924439393e-05,"MAGEA10"
"ENSG00000149968",791.455110815967,8.06826156606597,1.49218073309942,5.40702703573134,6.40794738539396e-08,3.74934711571526e-06,"MMP3"
"ENSG00000259485",30.5158491182208,7.93444893434714,1.2572087619933,6.31116261214017,2.76947006359454e-10,3.99181958239471e-08,"LINC02253"
"ENSG00000198930",63.9349037482821,7.8965442374785,1.28167281094865,6.16112331479808,7.22307143148289e-10,8.78301706409286e-08,"CSAG1"
"ENSG00000117148",35.2789675203582,7.87960158938863,1.30535080453095,6.03638620517799,1.57603799808049e-09,1.72476928767712e-07,"ACTL8"
"ENSG00000184330",688.972251957246,7.83661897131658,1.73769534075397,4.50977728231483,6.48957209156793e-06,0.000155644380001339,"S100A7A"
"ENSG00000244575",178.703260206252,7.80519721328413,1.23835051990599,6.30289815994641,2.92130853041676e-10,4.19023419692982e-08,"IGKV1-27"
"ENSG00000196711",36.8073572948633,7.8038875189482,1.03463292576159,7.54266303017929,4.60469902265077e-14,1.76700839897773e-11,"ALKAL1"
"ENSG00000122026",8929.56447542136,7.77670612341555,0.628663047604703,12.3702294147014,3.78738109058654e-35,3.73031788215504e-31,"RPL21"
"ENSG00000106483",2667.53014836348,7.77380025603249,0.987939548117955,7.86870033783113,3.583443600893e-15,1.79463714439299e-12,"SFRP4"
"ENSG00000171711",291.629574137012,7.7288030363188,1.51565914447099,5.09930155768391,3.40909061902945e-07,1.4686164040176e-05,"DEFB4A"
"ENSG00000235174",129.441114322414,7.66326155051155,0.890168089220581,8.60878034531816,7.38419846209545e-18,7.79243914849987e-15,"RPL39P3"
"ENSG00000137970",135.522659685493,7.63194911114888,0.706931598732561,10.7958805701032,3.59994887192925e-27,1.51958984668237e-23,"RPL7P9"
"ENSG00000099953",1797.63259721557,7.62354399381898,1.06084251499503,7.18631077286214,6.65654367890858e-13,1.96687552624391e-10,"MMP11"
"ENSG00000271043",43.6681668641877,7.6176599588432,0.912554537494017,8.3476215895679,6.96513120575317e-17,5.27706915045115e-14,NA
"ENSG00000181458",2318.86245434989,7.60068764744817,1.02016766178475,7.4504298971318,9.30365668883495e-14,3.31210178122524e-11,"TMEM45A"
"ENSG00000210082",193295.529376753,7.57983893641954,1.05983306601541,7.15191776844346,8.55738297877522e-13,2.43128415631587e-10,"MT-RNR2"
"ENSG00000120669",34.6531164076196,7.51495575825692,0.949848478364735,7.91174164030322,2.53812709970883e-15,1.36357417349448e-12,"SOHLH2"
"ENSG00000205777",20.2686239314781,7.48795937185703,1.02941320826842,7.27400747504743,3.48976663783817e-13,1.06304767644167e-10,"GAGE1"
"ENSG00000231431",37.3351345429415,7.46920131357226,1.3919314935677,5.36606962920837,8.04708868536074e-08,4.48632785801961e-06,"FAR2P4"
"ENSG00000124731",259.733797114858,7.38885167036255,1.14396146653385,6.45900398441776,1.05394338037874e-10,1.78976545996729e-08,"TREM1"
"ENSG00000112761",38.5157546937619,7.36933941916019,0.988804020170194,7.45278060043867,9.13932010344981e-14,3.31210178122524e-11,"CCN6"
"ENSG00000239951",2551.19206628798,7.28704843066892,1.06481233720935,6.84350488440688,7.72786884868688e-12,1.81224657730952e-09,"IGKV3-20"
"ENSG00000185247",130.866868022149,7.27356381605093,1.68470382296189,4.31741396731873,1.57867910048074e-05,0.000309534240617153,"MAGEA11"
"ENSG00000243290",320.708842807118,7.2020995201593,1.31285151443223,5.48584469834275,4.1149830081281e-08,2.53311495675353e-06,"IGKV1-12"
"ENSG00000203805",116.317830180811,7.19288787104754,1.15462479587396,6.22963225521508,4.67531324844026e-10,5.98035306774514e-08,"PLPP4"
"ENSG00000243238",148.840997849408,7.17908830726774,1.14040648465313,6.29520123208645,3.07001327847013e-10,4.36119001693439e-08,"IGKV2-30"
"ENSG00000184148",129.632295042306,7.1236224223681,1.47488620987538,4.82994713400296,1.36569305325157e-06,4.57522656887499e-05,"SPRR4"
