"ensembl_gene_id","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","hgnc_symbol"
"ENSG00000000938",290.837614785052,2.85522522563838,0.355049711757295,8.04176184654997,8.85558741034041e-16,2.46539803132838e-14,"FGR"
"ENSG00000001036",684.338979911067,2.03701777332167,0.290691542231293,7.00748896127458,2.42633154518317e-12,3.54876814855466e-11,"FUCA2"
"ENSG00000002549",1145.56984544639,2.05378673756105,0.256601745528111,8.00379098487486,1.20646108245936e-15,3.2756869458802e-14,"LAP3"
"ENSG00000002746",33.7111941614365,2.84296597849464,0.506156586881707,5.61677167140978,1.94558245877292e-08,1.31745346304121e-07,"HECW1"
"ENSG00000002933",640.098240705663,2.90158791764299,0.452853205523283,6.40734763992703,1.48072934822426e-10,1.52931275559737e-09,"TMEM176A"
"ENSG00000004059",1516.95999347868,2.36667066319384,0.43858001852916,5.39621178167397,6.80626039342802e-08,4.13218559770054e-07,"ARF5"
"ENSG00000004399",1275.77475500515,2.05291734315756,0.248031005911212,8.27685770823527,1.26468195772829e-16,4.04544621376972e-15,"PLXND1"
"ENSG00000004455",2286.83140406491,2.08040543173483,0.384331600402099,5.41304808024699,6.19608442466109e-08,3.79028050783891e-07,"AK2"
"ENSG00000004468",190.255971003021,2.61655419523744,0.439106073969447,5.95882031779752,2.54065255871293e-09,2.05588855657424e-08,"CD38"
"ENSG00000004660",423.482441867533,2.15857899554513,0.349968949137014,6.16791575614909,6.91959905701627e-10,6.26969634741807e-09,"CAMKK1"
"ENSG00000004779",1028.57991358754,2.7699011916256,0.388902589352413,7.12235214539955,1.06100548680376e-12,1.66197548597076e-11,"NDUFAB1"
"ENSG00000004846",6.21423973058686,2.03497486824505,0.567901381167534,3.58332438646548,0.000339248874145775,0.000970106896353879,"ABCB5"
"ENSG00000005022",4986.13498655522,2.09064614695151,0.396153082266582,5.27736938203262,1.3105155285963e-07,7.4890663904523e-07,"SLC25A5"
"ENSG00000005059",402.349687536482,2.25860369621322,0.347101974909274,6.50703211009842,7.66500330150808e-11,8.3509640216789e-10,"MCUB"
"ENSG00000005073",66.3502929601899,6.47916287149841,0.936404351837587,6.91919346464355,4.54222199874982e-12,6.3027917127015e-11,"HOXA11"
"ENSG00000005075",769.449571188532,2.8382994782209,0.406951686714612,6.97453671008211,3.06880407815742e-12,4.39091289777649e-11,"POLR2J"
"ENSG00000005194",720.148036560463,2.72943844581621,0.344542076442226,7.92193067970291,2.33850681195236e-15,5.98481795580057e-14,"CIAPIN1"
"ENSG00000005243",496.534353983252,2.52497103849881,0.408223428919903,6.1852673306368,6.19973147839367e-10,5.67076619712762e-09,"COPZ2"
"ENSG00000005421",5.62758237060485,2.22431554106066,0.733053967945228,3.03431348621641,0.00241083774186903,0.00570477815004132,"PON1"
"ENSG00000005448",282.778650686695,4.13193046218629,0.403241764889335,10.2467820100932,1.22349198656599e-24,1.32060248440681e-22,"WDR54"
"ENSG00000005486",1310.78299452315,2.40651239860409,0.429637859117439,5.60125777450698,2.12802001542376e-08,1.42912515783761e-07,"RHBDD2"
"ENSG00000005844",217.880956153925,2.1349612038845,0.422793819190903,5.04965093380542,4.42618105119168e-07,2.27885158904375e-06,"ITGAL"
"ENSG00000006015",619.556109439894,3.07582688542256,0.417558537709195,7.3662172070463,1.75537732421218e-13,3.19714989363772e-12,"REX1BD"
"ENSG00000006025",228.288956676209,2.67893482858886,0.328084886842613,8.16537102446289,3.20448754119131e-16,9.67838534516534e-15,"OSBPL7"
"ENSG00000006042",675.78786093572,2.74666890826225,0.424998688330885,6.46277031830228,1.02803272338356e-10,1.09261320250921e-09,"TMEM98"
"ENSG00000006074",557.657410357884,6.01933691945568,0.778959530469539,7.72740647492605,1.09759746085571e-14,2.48130901091052e-13,NA
"ENSG00000006075",35.4627317800069,4.97393062217519,0.673739564409238,7.38257167149822,1.55260902719704e-13,2.85548508470295e-12,NA
"ENSG00000006118",947.302322094166,2.67141217456189,0.505532607840546,5.28435185610123,1.26150585081313e-07,7.23306075999602e-07,"TMEM132A"
"ENSG00000006194",697.108388797267,2.24863486946898,0.305168217505187,7.36850936788908,1.72546410230031e-13,3.14702028445862e-12,"ZNF263"
"ENSG00000006282",1116.06342155588,3.42378494874741,0.391056444438566,8.75521934861063,2.03706918465605e-18,8.66247773302879e-17,"SPATA20"
"ENSG00000006327",1598.05384161385,4.56985943884748,0.563843207667995,8.10484080804665,5.28146232905591e-16,1.53867381496573e-14,"TNFRSF12A"
"ENSG00000006377",25.8966128449171,4.12463990148516,0.651702237888449,6.32902522300555,2.46714783062901e-10,2.43783579412204e-09,"DLX6"
"ENSG00000006606",26.6106123412052,2.99060364762546,0.535086113724975,5.58901375108862,2.28362871469118e-08,1.52364047245186e-07,"CCL26"
"ENSG00000006634",215.129305223051,2.179836553764,0.348978429810167,6.24633606996789,4.20192578857519e-10,3.96688674581627e-09,"DBF4"
"ENSG00000007038",231.331276419485,5.24772874837246,0.841507165950502,6.23610702405016,4.48594251943432e-10,4.21845177886819e-09,"PRSS21"
